moisture,temperature,ec,pH,nitrogen,phosphorous,potassium,growth_stages,urea_status,nps_status,urea_dose,nps_dose
61.7,18.4,0.578,5.8,13.8,13.8,1.2,Fruiting,Balanced,Balanced,0.0,0.0
80.1,26.5,0.662,6.6,16.8,9.6,4.8,Fruiting,Balanced,Balanced,0.0,0.0
81.6,25.4,0.825,8.6,12.6,12.0,3.0,Fruiting,Balanced,Balanced,0.0,0.0
78.0,23.0,0.069,3.2,13.2,9.6,5.4,Fruiting,Balanced,Balanced,0.0,0.0
79.8,24.4,0.773,3.3,14.4,3.6,1.2,Fruiting,Balanced,Deficient,0.0,0.005
67.8,20.2,0.943,6.6,4.2,14.4,1.8,Fruiting,Deficient,Balanced,5.865,0.0
49.5,19.4,0.108,8.9,14.4,7.2,5.4,Fruiting,Balanced,Deficient,0.0,0.052
74.8,20.5,0.461,6.0,1.2,16.2,3.0,Fruiting,Deficient,Balanced,9.766,0.0
79.2,16.6,0.266,9.0,24.0,15.0,5.4,Fruiting,Balanced,Balanced,0.0,0.0
57.9,23.2,0.416,7.5,16.2,12.6,1.2,Fruiting,Balanced,Balanced,0.0,0.0
80.5,17.7,0.748,5.7,1.2,16.2,4.8,Fruiting,Deficient,Balanced,6.839,0.0
55.9,26.3,0.276,6.4,30.0,3.6,0.0,Fruiting,Balanced,Deficient,0.0,18.906
74.9,18.4,0.319,8.9,29.4,14.4,0.6,Fruiting,Balanced,Balanced,0.0,0.0
46.9,26.2,0.368,5.6,9.0,15.0,6.0,Fruiting,Deficient,Balanced,0.43,0.0
50.1,19.8,0.784,3.5,7.8,1.8,5.4,Fruiting,Balanced,Deficient,0.0,0.019
52.6,15.8,0.849,5.1,21.6,3.0,0.6,Fruiting,Balanced,Deficient,0.0,3.71
60.7,19.8,0.551,7.3,14.4,8.4,0.6,Fruiting,Balanced,Balanced,0.0,0.0
65.7,26.1,0.844,8.0,18.6,1.2,2.4,Fruiting,Balanced,Deficient,0.0,3.974
47.2,21.2,0.842,5.4,3.6,3.0,1.8,Fruiting,Deficient,Deficient,0.516,6.688
53.7,17.3,0.095,3.8,21.6,13.2,0.6,Fruiting,Balanced,Balanced,0.0,0.0
64.8,22.3,0.452,5.5,25.2,7.8,3.0,Fruiting,Balanced,Deficient,0.0,0.86
50.1,27.7,0.266,5.2,25.2,10.8,3.6,Fruiting,Balanced,Balanced,0.0,0.0
54.7,20.7,0.616,5.5,16.2,6.0,1.2,Fruiting,Balanced,Deficient,0.0,3.763
59.8,26.0,0.482,7.3,0.0,7.8,3.6,Fruiting,Deficient,Deficient,6.27,1.127
77.6,26.3,0.231,8.8,27.0,7.8,0.6,Fruiting,Balanced,Deficient,0.0,0.032
59.2,14.9,0.432,3.2,23.4,10.2,5.4,Fruiting,Balanced,Balanced,0.0,0.0
64.2,15.4,0.635,3.6,6.6,7.8,1.8,Fruiting,Deficient,Deficient,0.02,0.002
75.2,18.3,0.817,5.8,22.2,10.8,3.6,Fruiting,Balanced,Balanced,0.0,0.0
61.1,19.5,0.396,7.9,8.4,4.8,3.0,Fruiting,Balanced,Deficient,0.0,2.944
61.7,27.4,0.769,3.3,17.4,0.6,6.0,Fruiting,Balanced,Deficient,0.0,0.009
,,,,,,,Fruiting,Balanced,Balanced,0.0,0.0
38.5,32.6,0.43,7.1,6.6,1.2,0.6,Vegetative,Deficient,Deficient,16.802,8.565
26.2,36.6,0.801,5.5,4.2,1.8,3.0,Vegetative,Deficient,Deficient,13.707,3.559
26.8,33.6,0.352,7.3,1.8,9.6,4.2,Vegetative,Deficient,Balanced,19.277,0.0
39.8,35.5,0.398,3.5,22.2,1.2,2.4,Vegetative,Deficient,Deficient,0.026,0.01
38.1,25.3,1.17,6.0,18.0,6.0,2.4,Vegetative,Deficient,Balanced,8.312,0.0
29.8,36.9,0.658,8.4,12.0,15.6,5.4,Vegetative,Deficient,Balanced,0.503,0.0
28.1,26.0,1.438,6.1,22.2,10.2,0.0,Vegetative,Deficient,Balanced,4.287,0.0
39.0,28.4,0.64,4.2,26.4,5.4,5.4,Vegetative,Deficient,Balanced,0.066,0.0
35.6,27.7,0.001,4.8,8.4,1.2,4.2,Vegetative,Deficient,Deficient,4.603,1.358
39.3,25.6,1.181,4.1,1.2,9.0,0.6,Vegetative,Deficient,Balanced,0.75,0.0
32.3,35.2,1.499,4.9,10.8,17.4,5.4,Vegetative,Deficient,Balanced,2.867,0.0
23.5,25.4,0.905,6.9,3.6,9.6,1.2,Vegetative,Deficient,Balanced,23.354,0.0
27.6,35.5,0.686,5.9,12.6,3.6,2.4,Vegetative,Deficient,Deficient,14.646,1.436
29.9,31.9,0.519,6.0,25.2,12.0,1.8,Vegetative,Deficient,Balanced,2.936,0.0
29.5,34.2,0.446,3.0,24.6,12.0,1.2,Vegetative,Deficient,Balanced,0.002,0.0
33.8,28.9,0.573,5.5,7.2,17.4,5.4,Vegetative,Deficient,Balanced,14.583,0.0
22.7,33.4,1.101,4.2,25.2,4.8,1.8,Vegetative,Deficient,Balanced,0.1,0.0
34.3,35.2,1.04,3.2,16.8,14.4,0.6,Vegetative,Deficient,Balanced,0.014,0.0
36.8,28.2,0.128,3.7,1.2,8.4,4.8,Vegetative,Deficient,Balanced,0.322,0.0
32.9,30.0,0.736,4.2,12.6,17.4,3.6,Vegetative,Deficient,Balanced,0.711,0.0
32.5,27.6,0.219,3.3,20.4,12.0,0.6,Vegetative,Deficient,Balanced,0.02,0.0
33.8,25.2,1.027,7.1,15.6,12.0,3.0,Vegetative,Deficient,Balanced,9.023,0.0
22.1,28.0,1.391,4.3,25.8,16.2,4.8,Vegetative,Deficient,Balanced,0.086,0.0
27.8,26.0,0.982,6.2,5.4,2.4,0.0,Vegetative,Deficient,Deficient,21.143,4.951
31.1,27.7,0.696,4.4,29.4,8.4,3.6,Vegetative,Balanced,Balanced,0.0,0.0
21.8,33.6,1.063,9.0,2.4,6.0,4.8,Vegetative,Deficient,Balanced,0.045,0.0
29.5,35.5,0.651,5.4,19.8,8.4,1.8,Vegetative,Deficient,Balanced,4.802,0.0
23.8,30.5,1.475,4.2,1.8,6.0,2.4,Vegetative,Deficient,Balanced,0.826,0.0
28.2,29.0,1.049,5.7,18.6,7.8,1.8,Vegetative,Deficient,Balanced,6.536,0.0
29.8,28.4,0.355,3.2,6.6,1.8,4.8,Vegetative,Deficient,Deficient,0.036,0.002
38.7,33.2,1.356,5.1,6.0,1.2,3.0,Vegetative,Deficient,Deficient,5.155,1.582
29.1,32.3,0.89,7.4,25.8,3.0,2.4,Vegetative,Deficient,Deficient,0.179,1.936
35.5,29.7,1.479,4.7,28.8,5.4,5.4,Vegetative,Balanced,Balanced,0.0,0.0
30.1,28.6,0.739,5.6,2.4,14.4,3.6,Vegetative,Deficient,Balanced,18.881,0.0
37.4,26.3,0.082,4.5,9.6,9.0,5.4,Vegetative,Deficient,Balanced,2.387,0.0
31.5,33.8,0.619,7.8,16.2,3.6,2.4,Vegetative,Deficient,Deficient,2.444,0.522
38.3,35.9,0.55,5.0,24.0,10.8,3.0,Vegetative,Deficient,Balanced,1.241,0.0
26.6,26.9,0.813,4.1,27.6,2.4,4.2,Vegetative,Balanced,Deficient,0.0,0.064
29.0,32.1,1.398,7.1,19.2,13.8,4.8,Vegetative,Deficient,Balanced,5.172,0.0
28.9,26.1,0.758,3.5,19.8,16.2,2.4,Vegetative,Deficient,Balanced,0.037,0.0
29.7,26.5,1.043,7.4,24.6,16.2,5.4,Vegetative,Deficient,Balanced,1.466,0.0
35.8,32.0,0.672,7.2,11.4,17.4,5.4,Vegetative,Deficient,Balanced,12.531,0.0
23.0,28.4,0.348,3.5,25.8,1.8,6.0,Vegetative,Deficient,Deficient,0.007,0.008
34.9,31.4,1.308,3.0,3.6,2.4,6.0,Vegetative,Deficient,Balanced,0.011,0.0
37.8,26.1,1.367,5.2,15.6,9.0,5.4,Vegetative,Deficient,Balanced,3.809,0.0
32.9,25.5,0.374,7.1,19.8,14.4,4.8,Vegetative,Deficient,Balanced,7.799,0.0
37.2,36.3,1.451,6.1,11.4,2.4,1.8,Vegetative,Deficient,Deficient,11.037,3.615
31.0,30.2,0.229,3.1,16.8,16.8,2.4,Vegetative,Deficient,Balanced,0.013,0.0
37.8,25.1,1.343,5.1,17.4,8.4,5.4,Vegetative,Deficient,Balanced,2.785,0.0
23.0,26.5,0.745,5.7,10.8,2.4,2.4,Vegetative,Deficient,Deficient,12.499,3.598
30.5,33.7,0.691,4.6,19.8,13.8,4.2,Vegetative,Deficient,Balanced,1.073,0.0
30.8,26.3,1.49,8.7,22.2,13.8,4.8,Vegetative,Deficient,Balanced,0.033,0.0
24.5,34.9,1.394,6.5,21.6,9.0,4.2,Vegetative,Deficient,Balanced,5.385,0.0
21.6,34.1,0.916,3.9,9.0,3.0,4.8,Vegetative,Deficient,Deficient,0.32,0.018
24.6,34.1,0.569,7.5,21.0,12.6,4.2,Vegetative,Deficient,Balanced,3.206,0.0
29.7,35.6,0.689,3.2,3.6,0.6,4.8,Vegetative,Deficient,Deficient,0.035,0.002
21.4,27.3,1.025,3.2,21.0,3.6,1.8,Vegetative,Deficient,Balanced,0.009,0.0
29.2,34.7,0.256,3.7,26.4,3.0,1.8,Vegetative,Deficient,Deficient,0.012,0.01
29.1,36.7,1.496,8.4,12.0,10.8,2.4,Vegetative,Deficient,Balanced,0.326,0.0
25.9,36.0,0.708,3.9,15.0,1.8,4.8,Vegetative,Deficient,Deficient,0.227,0.041
25.1,31.2,0.066,5.8,13.8,7.2,1.8,Vegetative,Deficient,Balanced,16.088,0.0
32.8,26.9,1.319,4.4,23.4,15.6,1.8,Vegetative,Deficient,Balanced,0.262,0.0
26.2,27.1,0.135,3.5,6.6,0.6,3.0,Vegetative,Deficient,Deficient,0.12,0.013
21.6,33.9,0.86,7.4,24.6,16.8,0.6,Vegetative,Deficient,Balanced,1.603,0.0
38.7,36.2,1.056,6.8,9.6,15.0,1.2,Vegetative,Deficient,Balanced,17.493,0.0
29.8,29.3,0.698,8.5,17.4,2.4,2.4,Vegetative,Deficient,Deficient,0.109,0.266
31.3,36.5,0.176,5.1,10.8,9.0,3.6,Vegetative,Deficient,Balanced,7.638,0.0
22.9,31.7,1.229,4.1,24.6,10.2,1.2,,Unknown,Unknown,,
22.0,35.7,0.991,7.3,,1.8,6.0,Vegetative,Balanced,Deficient,0.0,4.309
33.3,30.4,0.566,8.4,26.4,3.6,0.0,Vegetative,Balanced,Deficient,0.0,0.119
35.0,25.6,0.055,6.8,11.4,5.4,3.0,Vegetative,Deficient,Balanced,23.349,0.0
31.7,27.1,0.29,3.3,15.0,17.4,4.2,Vegetative,Deficient,Balanced,0.033,0.0
28.0,29.2,0.133,3.1,20.4,10.2,1.2,Vegetative,Deficient,Balanced,0.009,0.0
20.9,36.2,0.932,6.4,6.0,16.2,4.2,Vegetative,Deficient,Balanced,24.294,0.0
25.3,32.4,0.752,4.8,1.2,13.2,4.8,Vegetative,Deficient,Balanced,5.446,0.0
21.2,34.2,1.337,8.1,16.8,16.2,5.4,Vegetative,Deficient,Balanced,0.727,0.0
35.6,36.5,0.536,3.6,28.8,12.6,0.6,Vegetative,Balanced,Balanced,0.0,0.0
25.1,31.2,1.363,6.4,5.4,15.6,1.2,Vegetative,Deficient,Balanced,19.809,0.0
33.6,30.0,0.957,8.6,30.0,3.0,5.4,Vegetative,Balanced,Deficient,0.0,0.113
38.4,34.6,0.592,5.2,24.6,4.8,1.8,Vegetative,Deficient,Balanced,1.449,0.0
26.3,35.4,1.184,5.0,25.2,16.8,1.2,Vegetative,Deficient,Balanced,0.628,0.0
36.0,36.8,0.256,6.4,3.6,7.2,3.0,Vegetative,Deficient,Balanced,35.369,0.0
26.5,35.8,0.553,8.9,1.2,8.4,6.0,Vegetative,Deficient,Balanced,0.099,0.0
20.1,36.4,0.055,5.1,1.2,17.4,0.6,Vegetative,Deficient,Balanced,12.395,0.0
34.9,36.2,1.137,3.8,25.2,8.4,1.8,Vegetative,Deficient,Balanced,0.029,0.0
28.4,26.9,0.266,6.8,27.0,13.2,1.2,Vegetative,Deficient,Balanced,1.005,0.0
24.9,30.6,1.345,8.5,25.8,15.0,3.0,Vegetative,Deficient,Balanced,0.03,0.0
37.9,30.7,0.877,7.7,3.0,3.6,6.0,Vegetative,Deficient,Deficient,6.335,0.567
24.3,34.4,0.471,8.2,8.4,3.6,4.8,Vegetative,Deficient,Deficient,1.297,0.217
30.5,35.6,0.309,8.2,24.6,9.0,3.0,Vegetative,Deficient,Balanced,0.239,0.0
31.1,29.4,0.108,8.8,24.0,13.8,3.0,Vegetative,Deficient,Balanced,0.026,0.0
26.9,26.2,0.386,8.5,29.4,10.8,3.6,Vegetative,Balanced,Balanced,0.0,0.0
20.1,35.4,1.149,8.2,27.0,12.6,2.4,Vegetative,Deficient,Balanced,0.04,0.0
38.5,29.2,0.953,6.8,15.0,12.6,1.8,Vegetative,Deficient,Balanced,12.94,0.0
21.5,32.4,0.04,3.3,18.0,9.0,4.2,Vegetative,Deficient,Balanced,0.028,0.0
34.8,25.2,1.432,5.1,26.4,7.2,2.4,Vegetative,Deficient,Balanced,0.345,0.0
33.3,25.7,1.477,8.6,26.4,9.6,1.8,Vegetative,Deficient,Balanced,0.012,0.0
25.9,31.5,0.188,5.2,24.6,9.6,3.6,Vegetative,Deficient,Balanced,1.671,0.0
32.6,33.4,1.106,4.1,28.2,16.2,4.2,Vegetative,Balanced,Balanced,0.0,0.0
38.9,33.6,0.246,6.7,12.0,3.0,4.2,Vegetative,Deficient,Deficient,20.472,4.554
20.3,31.9,0.747,8.4,13.8,13.2,0.0,Flowering,Deficient,Balanced,0.075,0.0
36.6,29.3,0.844,8.7,6.6,7.8,0.6,Flowering,Deficient,Balanced,0.081,0.0
25.0,33.8,0.273,6.4,22.8,7.2,4.2,Flowering,Balanced,Balanced,0.0,0.0
29.1,36.5,1.347,4.0,23.4,17.4,2.4,Flowering,Balanced,Balanced,0.0,0.0
38.9,29.6,0.043,6.0,15.6,15.0,1.2,Flowering,Deficient,Balanced,0.875,0.0
33.4,25.5,1.41,6.7,16.8,13.2,5.4,Flowering,Balanced,Balanced,0.0,0.0
26.0,28.8,0.01,8.9,19.8,12.0,0.6,Flowering,Balanced,Balanced,0.0,0.0
28.6,28.0,1.417,3.7,26.4,10.8,3.0,Flowering,Balanced,Balanced,0.0,0.0
35.2,31.1,0.75,8.4,3.0,2.4,0.6,Flowering,Deficient,Deficient,0.261,0.353
26.2,,1.42,3.8,9.0,10.8,6.0,Flowering,Deficient,Balanced,0.069,0.0
33.0,32.1,1.409,5.2,23.4,7.8,3.6,Flowering,Balanced,Balanced,0.0,0.0
35.2,26.2,1.392,3.2,9.0,0.6,6.0,Flowering,Deficient,Deficient,0.007,0.002
27.9,26.3,0.977,4.6,22.2,9.0,5.4,Flowering,Balanced,Balanced,0.0,0.0
22.9,28.4,0.53,5.5,24.6,6.6,4.2,Flowering,Balanced,Balanced,0.0,0.0
36.8,34.1,1.353,7.1,7.2,3.6,5.4,Flowering,Deficient,Deficient,5.199,1.025
30.7,26.8,0.641,8.2,11.4,1.2,1.2,Flowering,Balanced,Deficient,0.0,1.094
26.6,33.0,1.457,3.0,28.2,7.8,1.2,Flowering,Balanced,Balanced,0.0,0.0
34.0,29.8,1.288,4.1,20.4,10.2,5.4,Flowering,Balanced,Balanced,0.0,0.0
23.4,33.7,0.656,8.6,13.8,10.8,0.6,Flowering,Deficient,Balanced,0.035,0.0
30.5,29.2,0.112,3.4,4.2,6.6,5.4,Flowering,Deficient,Balanced,0.049,0.0
27.5,28.3,1.192,5.1,17.4,2.4,1.2,Flowering,Balanced,Deficient,0.0,1.029
30.2,25.9,0.901,4.4,22.8,16.2,1.8,Flowering,Balanced,Balanced,0.0,0.0
31.5,34.5,0.726,4.0,18.0,9.0,3.0,Flowering,Balanced,Balanced,0.0,0.0
30.6,25.8,1.092,8.0,17.4,12.0,3.0,Flowering,Balanced,Balanced,0.0,0.0
36.3,35.6,1.246,7.2,5.4,15.6,0.0,Flowering,Deficient,Balanced,6.278,0.0
35.3,31.0,1.267,4.4,0.6,12.0,4.2,Flowering,Deficient,Balanced,0.97,0.0
32.9,33.7,0.479,4.6,12.6,1.8,3.6,Flowering,Deficient,Deficient,0.318,0.529
39.3,32.4,0.077,8.8,6.0,6.6,0.6,Flowering,Deficient,Balanced,0.072,0.0
20.2,28.8,0.12,4.9,21.0,9.0,0.6,Flowering,Balanced,Balanced,0.0,0.0
22.8,28.0,0.759,7.2,19.8,1.2,4.8,Flowering,Balanced,Deficient,0.0,6.783
38.0,28.3,1.071,8.8,7.8,7.2,0.6,Flowering,Deficient,Balanced,0.04,0.0
33.3,36.5,1.094,3.3,25.2,1.8,2.4,Flowering,Balanced,Deficient,0.0,0.002
28.4,30.8,0.699,3.5,18.0,18.0,3.0,Flowering,Balanced,Balanced,0.0,0.0
25.6,29.4,0.911,5.1,28.8,7.2,2.4,Flowering,Balanced,Balanced,0.0,0.0
38.5,25.8,1.479,6.4,20.4,6.6,0.0,Flowering,Balanced,Balanced,0.0,0.0
35.3,32.1,1.283,6.9,21.0,5.4,4.8,Flowering,Balanced,Balanced,0.0,0.0
31.2,35.6,0.154,7.9,25.8,10.2,3.0,Flowering,Balanced,Balanced,0.0,0.0
35.5,31.2,1.031,7.7,3.6,15.6,3.6,Flowering,Deficient,Balanced,3.114,0.0
36.0,34.5,0.106,6.4,24.0,13.2,4.8,Flowering,Balanced,Balanced,0.0,0.0
20.4,30.4,0.62,3.2,4.8,10.2,5.4,Flowering,Deficient,Balanced,0.018,0.0
22.6,26.6,1.247,6.3,1.2,9.6,5.4,Flowering,Deficient,Balanced,13.999,0.0
29.9,33.1,0.179,8.2,24.0,7.8,3.0,Flowering,Balanced,Balanced,0.0,0.0
39.4,31.9,0.904,7.7,3.0,15.6,1.2,Flowering,Deficient,Balanced,3.472,0.0
23.7,25.9,0.661,5.0,12.6,12.6,5.4,Flowering,Deficient,Balanced,1.155,0.0
34.6,26.6,0.086,4.1,9.6,7.2,1.2,Flowering,Deficient,Balanced,0.295,0.0
21.9,34.3,1.109,8.1,1.2,7.2,3.6,Flowering,Deficient,Balanced,1.135,0.0
28.8,36.3,0.155,4.2,25.8,1.2,0.0,Flowering,Balanced,Deficient,0.0,0.199
37.1,33.8,1.067,4.7,19.2,2.4,2.4,Flowering,Balanced,Deficient,0.0,0.405
35.6,33.9,0.646,3.5,13.2,9.0,4.8,Flowering,Deficient,Balanced,0.015,0.0
26.2,28.7,1.181,6.9,7.2,17.4,6.0,Flowering,Deficient,Balanced,7.601,0.0
21.0,29.5,0.043,8.1,13.2,11.4,5.4,Flowering,Deficient,Balanced,0.351,0.0
20.6,25.9,0.152,5.5,9.0,7.2,3.0,Flowering,Deficient,Balanced,5.952,0.0
24.7,28.8,0.552,8.2,7.2,11.4,1.2,Flowering,Deficient,Balanced,0.629,0.0
36.4,30.9,0.357,5.8,10.2,5.4,5.4,Flowering,Deficient,Balanced,6.37,0.0
33.6,29.5,0.35,6.3,2.4,0.6,3.6,Flowering,Deficient,Deficient,13.675,13.616
38.1,36.6,0.12,6.4,20.4,4.8,1.8,Flowering,Balanced,Balanced,0.0,0.0
30.9,25.8,1.003,3.2,3.6,3.0,1.2,Flowering,Deficient,Deficient,0.016,0.001
33.6,27.6,0.604,4.5,18.6,9.0,5.4,Flowering,Balanced,Balanced,0.0,0.0
30.5,35.0,0.147,6.9,19.8,3.0,3.0,Flowering,Balanced,Deficient,0.0,4.276
38.3,26.9,0.428,3.9,24.0,15.0,3.0,Flowering,Balanced,Balanced,0.0,0.0
21.0,26.0,1.326,8.3,24.0,12.0,1.8,Flowering,Balanced,Balanced,0.0,0.0
21.8,35.1,0.328,7.3,22.2,12.0,2.4,Flowering,Balanced,Balanced,0.0,0.0
28.5,34.5,,6.9,6.0,17.4,3.6,Flowering,Deficient,Balanced,18.926,0.0
33.1,30.2,0.838,8.0,16.8,12.6,0.6,Flowering,Balanced,Balanced,0.0,0.0
26.3,34.2,0.293,7.0,26.4,1.8,2.4,Flowering,Balanced,Deficient,0.0,7.793
27.6,32.6,0.511,7.7,28.8,18.0,3.6,Flowering,Balanced,Balanced,0.0,0.0
24.6,36.6,0.537,7.0,23.4,5.4,6.0,Flowering,Balanced,Balanced,0.0,0.0
25.2,29.5,0.17,6.7,13.8,9.0,3.6,Flowering,Deficient,Balanced,3.561,0.0
28.9,28.5,0.543,7.4,15.0,9.6,4.2,Flowering,Deficient,Balanced,0.728,0.0
29.7,36.1,0.928,6.7,30.0,15.0,6.0,Flowering,Balanced,Balanced,0.0,0.0
23.2,34.9,1.359,7.7,12.0,0.0,5.4,Flowering,Balanced,Deficient,0.0,3.337
36.1,29.8,1.183,6.6,9.6,1.2,3.6,Flowering,Deficient,Deficient,3.194,8.009
20.0,30.1,0.532,6.6,6.6,12.6,3.6,Flowering,Deficient,Balanced,12.769,0.0
24.2,34.1,1.008,8.6,10.2,5.4,4.2,Flowering,Deficient,Balanced,0.073,0.0
27.2,31.0,0.973,3.1,8.4,12.6,5.4,Flowering,Deficient,Balanced,0.007,0.0
31.3,33.1,0.346,4.2,26.4,16.2,3.6,Flowering,Balanced,Balanced,0.0,0.0
23.8,25.6,0.009,6.4,10.2,3.0,3.0,Flowering,Deficient,Deficient,7.468,5.0
27.5,36.2,1.405,4.8,13.8,4.2,5.4,Flowering,Deficient,Balanced,0.358,0.0
31.8,35.0,0.799,6.7,23.4,16.8,4.2,Flowering,Balanced,Balanced,0.0,0.0
38.8,25.4,1.303,4.9,27.6,10.2,5.4,Flowering,Balanced,Balanced,0.0,0.0
33.2,35.7,0.375,7.9,2.4,1.2,4.2,Flowering,Deficient,Deficient,1.621,2.502
37.3,36.1,0.575,7.7,16.8,11.4,0.6,Flowering,Balanced,Balanced,0.0,0.0
29.1,30.7,0.444,3.3,26.4,3.6,4.8,Flowering,Balanced,Deficient,0.0,0.001
24.9,30.8,1.239,4.5,1.8,9.6,0.6,Flowering,Deficient,Balanced,1.172,0.0
26.2,36.2,0.685,7.8,23.4,4.2,4.2,Flowering,Balanced,Balanced,0.0,0.0
29.1,32.1,0.688,7.7,21.0,12.6,2.4,Flowering,Balanced,Balanced,0.0,0.0
20.8,28.8,0.692,7.6,13.8,13.2,3.6,Flowering,Deficient,Balanced,0.893,0.0
27.1,25.6,0.629,8.4,8.4,9.0,0.6,Flowering,Deficient,Balanced,0.254,0.0
26.0,36.2,1.331,7.1,12.0,3.6,2.4,Flowering,Deficient,Deficient,2.246,1.038
37.0,26.6,1.446,8.3,16.8,16.2,1.8,Flowering,Balanced,Balanced,0.0,0.0
36.1,25.9,0.643,5.8,1.2,7.8,0.6,Flowering,Deficient,Balanced,14.224,0.0
22.9,35.4,1.154,5.7,13.2,3.0,1.2,Flowering,Deficient,Deficient,1.263,1.934
30.2,26.9,0.841,8.1,3.6,4.8,4.8,Flowering,Deficient,Balanced,1.089,0.0
24.8,29.4,0.208,5.6,3.6,3.6,3.0,Flowering,Deficient,Deficient,10.983,1.203
36.7,29.5,1.237,8.0,25.2,8.4,5.4,Flowering,Balanced,Balanced,0.0,0.0
22.5,31.2,0.522,6.6,7.8,16.8,0.6,Flowering,Deficient,Balanced,11.224,0.0
32.6,26.9,0.079,3.9,15.6,1.2,0.6,Flowering,Balanced,Deficient,0.0,0.065
28.7,33.4,0.016,3.7,3.0,3.0,5.4,Flowering,Deficient,Deficient,0.161,0.011
36.8,30.9,1.018,5.0,28.2,11.4,3.6,Flowering,Balanced,Balanced,0.0,0.0
24.0,29.6,1.39,8.8,14.4,7.2,0.6,Flowering,Deficient,Balanced,0.007,0.0
32.6,33.8,1.063,8.2,12.0,3.6,3.0,Fruiting,Balanced,Deficient,0.0,1.433
22.3,35.5,0.621,3.4,6.0,10.2,2.4,Fruiting,Deficient,Balanced,0.012,0.0
27.3,28.5,0.428,5.5,4.8,16.2,5.4,Fruiting,Deficient,Balanced,3.523,0.0
25.8,34.5,0.784,4.8,19.2,4.2,0.0,Fruiting,Balanced,Deficient,0.0,1.429
21.8,28.1,0.771,3.5,28.8,8.4,6.0,Fruiting,Balanced,Balanced,0.0,0.0
20.9,36.7,0.514,5.5,19.2,9.0,2.4,Fruiting,Balanced,Balanced,0.0,0.0
28.9,25.7,0.423,5.4,13.8,16.2,4.2,Fruiting,Balanced,Balanced,0.0,0.0
22.6,34.4,1.467,6.0,9.6,12.6,2.4,Fruiting,Balanced,Balanced,0.0,0.0
31.7,32.4,1.47,4.7,7.2,11.4,0.0,Fruiting,Deficient,Balanced,0.26,0.0
29.1,33.7,0.405,6.9,10.8,9.6,2.4,Fruiting,Balanced,Balanced,0.0,0.0
34.4,32.7,0.493,3.4,6.0,0.0,4.2,Fruiting,Deficient,Deficient,0.006,0.017
26.8,35.7,1.062,4.8,18.6,17.4,3.6,Fruiting,Balanced,Balanced,0.0,0.0
37.4,31.8,1.315,5.6,4.8,7.8,1.2,Fruiting,Deficient,Deficient,2.34,0.664
38.4,31.3,1.261,3.3,22.8,1.2,4.8,Fruiting,Balanced,Deficient,0.0,0.006
25.4,35.7,1.391,3.3,1.8,3.0,3.0,Fruiting,Deficient,Deficient,0.01,0.004
25.1,31.0,0.154,4.7,8.4,7.8,1.8,Fruiting,Deficient,Deficient,0.158,0.165
32.8,32.2,0.846,3.9,6.0,18.0,4.2,Fruiting,Deficient,Balanced,0.063,0.0
22.5,28.7,1.076,6.7,22.8,16.2,1.8,Fruiting,Balanced,Balanced,0.0,0.0
32.9,35.5,0.007,3.1,12.0,16.8,5.4,Fruiting,Balanced,Balanced,0.0,0.0
28.4,27.0,0.367,8.6,11.4,15.6,0.6,Fruiting,Balanced,Balanced,0.0,0.0
32.1,27.2,0.964,6.6,26.4,3.0,3.6,Fruiting,Balanced,Deficient,0.0,16.115
39.0,32.3,1.316,3.7,13.2,7.8,1.2,Fruiting,Balanced,Deficient,0.0,0.003
32.3,36.9,0.173,3.1,11.4,3.6,5.4,Fruiting,Balanced,Deficient,0.0,0.002
37.2,26.9,0.4,3.4,20.4,14.4,3.6,Fruiting,Balanced,Balanced,0.0,0.0
25.9,33.4,0.161,5.1,24.0,9.0,3.6,Fruiting,Balanced,Balanced,0.0,0.0
25.5,29.2,0.492,6.9,22.2,3.0,6.0,Fruiting,Balanced,Deficient,0.0,17.581
22.5,34.5,0.439,5.0,0.6,0.6,4.8,Fruiting,Deficient,Deficient,0.969,5.092
34.3,29.6,0.433,5.2,8.4,16.2,4.2,Fruiting,Deficient,Balanced,0.538,0.0
22.9,35.1,0.804,4.1,13.2,1.8,1.2,Fruiting,Balanced,Deficient,0.0,0.239
23.6,34.8,0.707,7.0,20.4,17.4,0.6,Fruiting,Balanced,Balanced,0.0,0.0
26.5,36.9,0.919,6.1,24.6,12.6,3.0,Fruiting,Balanced,Balanced,0.0,0.0
32.8,,1.403,6.4,7.2,10.2,3.0,Fruiting,Deficient,Balanced,1.991,0.0
27.0,25.6,0.12,5.6,13.2,14.4,3.0,Fruiting,Balanced,Balanced,0.0,0.0
25.2,28.3,0.005,6.4,27.0,17.4,4.8,Fruiting,Balanced,Balanced,0.0,0.0
30.2,29.9,0.913,5.5,11.4,4.8,0.6,Fruiting,Balanced,Deficient,0.0,5.029
28.7,29.3,0.924,8.5,22.8,1.8,1.8,Fruiting,Balanced,Deficient,0.0,0.893
21.7,36.2,0.038,8.3,20.4,15.0,3.6,Fruiting,Balanced,Balanced,0.0,0.0
33.0,35.0,1.197,3.8,18.0,0.6,1.2,Fruiting,Balanced,Deficient,0.0,0.07
37.1,34.9,0.736,8.5,6.6,17.4,0.6,Fruiting,Deficient,Balanced,0.06,0.0
